Datetime,Tweet,Quoted_tweet_count,Reply_count,Retweet_count,Like_count
21:24.0,I just ended a meeting with  FCT delegates. It was a continuation of the same warm embrace of our message of national unity and economic recovery. #OneNigeria https://t.co/QrOgH07Awm,110,729,197,1466
46:26.0,"Delegates from Niger State showed much enthusiasm in my message of #OnePeople, #OneFuture and #OneCountry.",12,98,47,334
46:25.0,"The crowd that welcomed me into the hall of the  secretariat in Minna earlier today was impressive, and the energy they exuded was enormous. I thank you all for the rousing reception. https://t.co/rquRjd758G",45,179,164,929
46:31.0,"When we unite as #onecountry, we will have peace. And when we have peace, we will create jobs and rebuild the economy. I have the experience, and we can make this happen. Watch my consultation/interaction with former governors of the  in Abuja. https://t.co/Ao4hi0tpy9",60,333,262,802
14:30.0,"The FG and ASUU must, as a matter of national priority, come to the negotiating table to resolve all extant issues so that the students can return to school. For their good, the good of their families and the benefit of Nigeria.",19,77,125,547
14:30.0,"Meanwhile, the continued stay of university students at home is not tenable. It is counterproductive and damaging to national development.",7,39,88,380
14:30.0,"As a result of the premium I place on education as a life-changer, I'll reverse this trend by ensuring that our children get much-needed education that will help them find accommodation in my envisaged New Nigeria of #OnePeople with #OneFuture.",2,7,23,82
14:29.0,"This is not acceptable. If children get their education on the streets instead of in schools, it becomes difficult to fulfil their purpose. When you educate the girl child, you educate the family, community and the nation.",2,7,26,66
14:29.0,"It is tragic that 18.5 million children are out of school in our country, according to _Nigeria. But it is even more disturbing that 60% of them are girls. https://t.co/FsnTeuOi0D",24,111,156,589
05:56.0,"On behalf of my family, I join friends and well-wishers to celebrate my brother, Distinguished Senator Ike Ekweremadu. May God Almighty grant you more years in good health and service to the benefit of Enugu State, our country and humanity. Happy birthday. https://t.co/caJWczpRWO",10,150,149,1422
59:50.0,I am happy that they agreed that my experience and track record are exemplary assets to help unite the country as One People with One Future in peace and economic prosperity. #OneNigeria https://t.co/prVFDodO9l,17,109,100,556
56:48.0,"My consultations with delegates of our great party, , continued last night at a meeting with esteemed former governors of our party. It was an opportunity to reassess our performance in government when I worked with quite a number of them as Vice President. https://t.co/KNybMvQsRS",50,292,305,1552
41:19.0,"Above all, I'm further motivated by your commitment to my vision to enthrone a greater #OneNigeria of #OnePeople and #OneFuture. God bless you all.",5,37,53,284
41:18.0,"I say thank you very much indeed to you all. And rest assured that the love you have for me is mutual, and I won’t take your support for granted.",6,35,64,333
41:17.0,"If equanimity is an expression of love, esteemed members of  in Ondo State made that point today. Despite my arrival in the beautiful city of Akure late at night, leaders and members of our party waited to offer me a warm reception. https://t.co/69R2m0wg72",10,117,183,939
58:35.0,"I'm also thankful to all party leaders who received my entourage, for their discipline and patriotism, for the greater good of our great party, the PDP. When we stand united, we'll be more competitive for the good of our party and our people. #OneNigeria",4,42,61,313
58:34.0,My visit to leaders and delegates of the  at Ado-Ekiti today was fruitful and reassuring. I’m particularly delighted by the spirit of sportsmanship by H.E . https://t.co/3S1UCgvA4I,13,122,180,1063
59:47.0,I pray for the forgiveness of her sins and that Almighty Allah grants her Al-Jannah Firdaus. Amin.,8,102,36,315
59:46.0,"INNA LILLAHI WAINNA ILLAIHI RAJI’UN. I received with sadness the loss of Hajiya Awawo Wada, the beloved mother of my associate and Kogi governorship candidate of the  in the 2019 election. May the family be comforted. https://t.co/Pz7sQHXT4F",14,316,178,1064
17:05.0,Thank you all for the warm reception accorded me and for your gestures in accepting my admonishing of unity anchored on One People with One Future and One Country. #OneNigeria,3,19,57,252
17:04.0,"My going to Osun State for consultations was more of a homecoming. Leaders of our party in the state are my contemporaries. Together, we've collaborated in both the Osun and national politics from inception. https://t.co/iZWWH1PrIL",11,104,154,874
58:13.0,I am also immensely thankful to the good people of Ibadan for their innate public display of affection for me and my delegation. God bless you all dearly.,1,25,58,323
58:12.0,"My appreciation goes to all the leaders and members of our great party, especially Gov , for creating the enabling environment for me to meet with the PDP delegates in the state.",2,13,51,322
58:12.0,"Today, the  family in Oyo State proved a point about Ibadan being the political capital of the West. https://t.co/brbvsDF2rc",16,134,168,1061
09:48.0,May her soul finds eternal rest and her family be comforted.,4,25,28,192
09:47.0,"There's no loss like that of a mother. It was, therefore, my honour and pleasure to have joined my long-term friend and chief personal physician, Dr Azubike Ndukwe, at the celebration of life ceremony of his beloved mother, Mrs Keziah Adaora Ndukwe. https://t.co/rPgFULDjpr",5,69,116,779
59:10.0,"I had a warm reception from the Ogun State  leaders and delegates earlier this morning. I'm very impressed by the state of unity in the state chapter. It is not in doubt that the PDP will deliver Ogun from bad governance from 2023 onwards.
Oyo, here I come. https://t.co/gsm4llLhmv",26,199,204,1037
47:40.0,"I had a fruitful meeting with leaders and delegates of the  in Lagos. To win the governorship and other elections in the state in 2023, which are critical to having One Future of prosperity, rule of law, and security, I urged them to stand united as #OneNigeria. https://t.co/bDgga0tK6r",17,167,199,1070
28:58.0,"Forever in our hearts. Former President Umaru Musa Yar'Adua's tenure may have been brief, but it was impactful. May the Almighty Allah continue to grant you al-Jannah Firdaus. https://t.co/yOt9FomfFz",70,841,783,6902
13:33.0,An idle mind is the devil's workshop. We will reverse the trend of insecurity by creating jobs and opportunities for our people. #OneNigeria https://t.co/JOfm9WmH1c,35,287,198,739
38:12.0,"I am indeed honoured by this rare privilege allowed me by His Royal Highness. May Allah continue to grant him more wisdom and good health in service to the citizens of our great Fombina Kingdom. Long and great may your reign be, Your Royal Highness. https://t.co/X3lmmZb8ej",2,32,56,359
38:09.0,"Earlier today, I paid Sallah homage to the Lamido of Adamawa, HRH Dr Muhammadu Barkindo Aliyu Musdafa. 

It was also the greatest honour to host all the organs of the Fombina Kingdom at my residence in the other activities of the Sallah as the representative of the Lamido. https://t.co/TNdzSPL4Tf",7,95,181,1172
47:53.0,Yesterday's Eid prayers and the Eid-el Fitr celebrations in Yola were spectacular. How was yours? It'll be nice to share pictures from your location. #smile https://t.co/VVQYLDehte,15,186,234,1721
53:46.0,"On this occasion of #WPFD2022, it is pertinent to begin dismantling the digital siege that journalism is under if the media must be used as a veritable development tool.",3,25,53,318
53:46.0,"As far as press freedom is concerned, Nigeria has its work cut out. Ranked 120 on the World Press Freedom Index in 2021, it has been described as one of the most dangerous and difficult countries for journalists in the West African sub-region.",20,136,183,1039
25:37.0,The extremists' agenda is a negation of our common good and is to promote hate and bigotry to cause confusion. Let's not allow them to succeed.,3,25,34,233
25:37.0,Let's not associate with people who undermine the efforts towards interfaith dialogue because doing so may create the conditions for extremists to thrive.,2,15,39,232
25:36.0,"Even as I wish fellow Muslims a happy Sallah celebration, I call for more significant efforts toward interfaith dialogue to bridge the communication gap between members of the two main religions.",1,10,21,106
25:36.0,The self-discipline created by the Ramadan fast encourages us to show compassion towards our fellow human beings who cannot feed because of poverty.,1,8,21,90
25:36.0,"The Ramadan fast makes us appreciate what it means to go without food and drinks for the whole day, thereby understanding the impact of hunger on millions of poor people in our midst.",1,6,20,72
25:35.0,"Even as the Ramadan fast for the year has come to a successful end,  we should not abandon its valuable lessons, and we should internalise its lessons going forward.",0,4,19,76
25:35.0,"As a unifier, my objective is to mobilise all Nigerians, irrespective of religion, tribe or tongue, towards the enthronement of a New Nigeria premised on One People with One Future and One Country.",1,8,20,71
25:34.0,Let's not allow selfish politicians and people of bad faith to divide us and use us as fighting tools for their sinister agendas.,0,3,15,62
25:34.0,"Let's use religion as an instrument for creating unity, love and harmony rather than using it to feed hate and intolerance, which usually results in needless conflicts.",0,4,15,55
25:34.0,"As we celebrate Eid el Fitr, marking the end of the month-long Ramadan fasting season, I appeal to Nigerians to develop the spirit of tolerance and respect towards one another, despite our ethnic and religious differences.",0,4,19,59
25:33.0,I call on Nigerians to strengthen the bond of love despite our religious differences. Love is the prerequisite for binding unity in a diverse society like ours.,0,5,18,58
25:33.0,"I wish all Nigerians, particularly fellow Muslim brothers and sisters, a happy Eid-el Fitr celebrations. It is a thing of joy to have successfully completed the month-long Ramadan. May our sacrifices be acceptable unto the Almighty God. #EidUlFitr https://t.co/DmgCARgBj0",25,269,369,2305
15:12.0,"Our country shall fare very well in the coming years if, as a nation and people, our leaders and citizens imbibe a new spirit and approach in our attitude to managing the workplace, corporate governance and our nation’s wealth.",5,77,89,464
15:12.0,"in the interest of the Nigerian youths and the educational system of the country, which is dying gradually due to these incessant labour unrests.",6,30,94,440
15:12.0,I appeal to the federal and state governments to work harder to bring the Academic Staff Union of Universities and other striking labour unions back to the negotiation table,8,18,63,224
15:11.0,I urge Nigerian workers to keep hope alive and cultivate a new spirit of patriotism geared towards nation-building and peace.,2,5,47,173
15:11.0,"Nigerians are hardworking and industrious people who can compete with the best in the world given a conducive atmosphere and good work environment: good training, welfare package and enabling laws.",4,6,44,161
15:10.0,"I praise the resilience and determination of our workers, despite the myriad of man-made challenges confronting them.",1,4,42,148
15:10.0,"However, I wish to assure you that all hope is not lost. You need not be forlorn; the time is ripe to vote out bad governance, and Nigerian workers should lead the way with their voter's cards at the next polls to ensure the return of better days.",3,12,53,163
15:10.0,no energy to power industries and companies are shutting down geometrically; all conspired as a burden on the citizenry.,5,12,48,161
15:09.0,"I am concerned that salaries have remained static, food scarcity and inflation abound everywhere, children are out of school due to no fault of yours, farmers can no longer go to the farm for fear of bandits, traders cannot commute freely without being abducted,",5,7,52,153
15:09.0,I wish to let Nigerian workers know that I feel their pains and would do the utmost to better their lots if given an opportunity to lead the country.,3,10,44,133
15:08.0,"that will guarantee improved national productivity, better working conditions for workers, particularly low-income staff and casual workers who have suffered so much anguish and pains in their daily working lives and living.",1,4,47,132
15:08.0,"Nigerian workers at all levels and all sectors - federal, state, local governments and private sector - may do well to adopt a new approach to industrial relations and dispute resolution by pursuing labour-friendly policies and positions",2,17,54,181
15:08.0,But I want to assure you that there's hope from this socio-economic slope if we remain committed to the process to enthrone One People with One Future and One Country for the good of all.,4,23,58,235
15:07.0,"Dear Nigerian workers, I will like you to know that I feel your unbearable pains and pang of hunger, hyperinflation, mass unemployment and insecurity challenges you encounter in your daily lives. #WorkersDay",210,1206,549,3762
03:11.0,Great to be home ahead of the Eid-el Fitr celebrations. https://t.co/LQ4isC7INF,17,186,202,2101
18:19.0,"I scaled the screening for the PDP Presidential primaries, but our  delegates will determine the most consequential exam. Our consultation continues unabated. https://t.co/GGrFYuyHqm",105,961,763,5535
00:00.0,"Together, we can win the election to pave the way for enthroning the New Nigeria of our dream. #OneNigeria https://t.co/mcM3GtHmZp",110,528,633,2259
11:24.0,Not even today's rain could dampen my spirit as I presented myself for screening to the Sen. David Mark led  Presidential Screening Committee. #OneNigeria https://t.co/4rNWZMJF7H,43,529,442,2919
59:48.0,One Country. One Future. #OneNigeria https://t.co/64J3T9PlPN,19,145,134,540
58:41.0,"Your tenacity has brought you this far, and it will take you even further. On this occasion of your birthday, my family and I wish Chief Mike Adenuga, better known as 'The Bull', a happy birthday. Wishing you more years of celebration in good health. https://t.co/qUNqM9ZNPe",11,134,137,1361
07:25.0,"My meeting with the NWC of the  was very engaging. I affirmed to them that if they are looking for the very best candidate for 2023 presidential, they don't need to look any further. https://t.co/dUg2dKSQrw",64,602,417,2360
44:47.0,Great to be back after a spiritually fulfilling trip for Umrah (lesser Hajj). https://t.co/yreZgGlEAB,72,584,447,4371
19:20.0,"May his family and friends be comforted, and his soul rest in peace.",2,35,29,176
19:19.0,"Alabo Tonye Graham-Douglas; politician, administrator, democrat and philanthropist, played a key role in the battle for the enthronement of democracy in our country.  He leaves behind a legacy of service to the country and his people of Rivers State. He will be sorely missed. https://t.co/PcNMfXDmZU",3,42,77,560
00:00.0,I am the Unifier. #OneNigeria https://t.co/0BnckfYztO,184,622,452,1853
46:49.0,"I received with shock and sadness the loss of Hon. Nse Ekpenyong, representing Oron federal constituency in the House of Representatives. I express my deepest condolences to his family and the Akwa Ibom . May his soul rest in peace.

https://t.co/QIGa28Otj7",3,52,73,345
13:06.0,"Thanks, Yusuf. That Policy Document is being reviewed, and I can assure you that the upgraded version will be even better than the previous one. And as one, we will overcome the economic and socio-political challenges facing us. https://t.co/9VeUF5NxzX",39,213,311,1141
51:12.0,"There is no growth without stability. As one, we can get it done. #OneNigeria https://t.co/sOka1nVFr7",14,121,134,459
37:42.0,"I congratulate  on his victory and five more years as President of France. 

I look forward to our two countries working together to promote a united Nigeria with a future we will all be proud of. #presidentielles2022",42,408,243,1953
10:28.0,"We must return the rule of law to our daily lives, so this doesn’t happen again. My deepest condolences to the families of the bereaved and the Imo State Government.",1,26,51,233
10:28.0,It is high time government and security agencies moved quickly to shut down these illegal activities to avert further loss of lives.,4,33,47,230
10:27.0,"The scores of death and injuries from the inferno at the illegal crude oil refining site at Abaezi forest, in Ohaji-Egbema LGA of Imo State, are heartbreaking. The loss of lives on this scale is avoidable.
https://t.co/GeynjgKYtI",7,59,104,436
15:41.0,"As he marks a new year in his life, I and my family pray for greater grace for him to continue the work of serving his people.",2,49,42,354
15:40.0,"Governor Samuel Ortom is a true testament to what resilience is. Like myself, Chief Ortom rose from relative humble backgrounds to get to these heights, against every odd. https://t.co/v7irt2QiuE",19,167,120,1075
30:10.0,"I am saddened by the passing away of Oba Adeyemi III. The late Alaafin was a great king in every ramification. My condolences go to his immediate family, Gov  and the good people of Oyo Kingdom. May the Almighty Allah grant his soul a gentle repose. Amin. https://t.co/ZtbsuQY5fg",6,120,237,1935
28:09.0,The consensus is that Arsenal won as the better team. :) #ARSMUN,598,1677,2469,16467
00:04.0,It was an awesome time with former ministers of the . We are on the same page that what Nigeria needs at this critical time are leadership and experience. Watch and listen to what they had to say. #OneNigeria https://t.co/011xpTqp2C,25,170,181,641
39:40.0,"His contribution to the peace and unity of his emirate and, by extension Kwara State is worthy of recognition. On behalf of my family, I wish him more years in good health and wisdom in the service of his people.",2,30,43,284
39:39.0,"The Emir of Ilorin, HRH, Alhaji (Dr) Ibrahim Sulu-Gambari, has continued to deploy his wealth of experience in managing the affairs of his diverse and strategically located domain, a gateway between the North and the South. https://t.co/eK4n1OkMl5",9,58,137,1019
32:14.0,"Allaahumma innaka ‘afuwwun, tuhibb al-‘afwa, fa’fu ‘anni

“O Allah, You are the Most Forgiving, and You love to forgive, so forgive me.”",14,112,159,754
32:13.0,"As we commence the last ten days of Ramadan from this evening, let us be reminded of the prayer recommended by Holy Prophet Muhammed in all our supplications. We should also remember Nigeria in our prayers for Allah SWT to restore peace and prosperity to the land. https://t.co/DHDQusqP1f",97,834,924,6867
50:55.0,"in Enugu State yesterday. It was the 1.5 km road with asphalt and drainage that the Makata family built for their Imilike community in Udenu LGA of Enugu State in gratitude to God that underscores our friendship. Congratulations, nwoke na nwanyi ndi obi oma.",2,29,55,338
50:55.0,"My love and friendship with the Makata family spans several decades. Though I couldn't be physically present, it was an honour to ask my son, Abba, to lead a delegation to the Golden jubilee wedding anniversary of Chief Lawrence Makata and Lolo Chinyere Jacinta Makata https://t.co/ugvpwGsp5i",8,66,119,905
58:44.0,"Though we all have different lives and goals and desires, we deserve One Future with equal opportunities for all. As one, we can get it done. https://t.co/5IZBG7x9L9",18,137,138,544
54:49.0,"As One, we can reverse the worst socio-economic and political burst of the last seven years and recreate the most progressive and innovative policies and governance that created boom and prosperity for our people during my stewardship with the Obasanjo administration. #OneNigeria https://t.co/hoHcQUh2Wo",22,170,167,576
06:22.0,"My commitment to One People, with One Future and One Country that will unleash the full potentials of our people, at home and in the Diaspora, is unshakeable. #OneNigeria",13,79,83,369
06:10.0,"Prof Odidi, I heard you loud and clear. My plan is to recreate the policies that attracted people like you back into the country to invest their human and material resources during the  Obasanjo administration. https://t.co/u0mayNGG26",19,170,206,786
40:31.0,My friends from the Southwest particularly agreed that our party has remained in the opposition for too long in the West. But I’m humbled by their shared belief in my capacity to reunite Nigeria and once again bring the PDP back as a major party in the Southwest. https://t.co/CUVqkFcyiP,5,49,61,377
40:28.0,"Yesterday night during our meeting with stakeholders from the Southwest and former ministers of the PDP, I made a passionate appeal for us to work together and return PDP to power. https://t.co/j2fZZCjYid",29,371,229,1702
06:23.0,"Our leaders at all levels should follow the virtues that define this season – sacrifice, love, and charity – and come together to help all Nigerians resolve the differences that divide us.",7,39,66,315
06:23.0,I also encourage our leaders at all levels to use the opportunity of the Christian celebration of Easter to reflect on their stewardship to their people and the nation.,2,14,59,307
06:22.0,"I believe that Nigeria will rise again and overcome her national challenges because our shared experiences bring us to the conclusion that no matter what the forces of evil can do, we, as Nigerians, united as one in doing good, can and will prevail.",4,18,37,134
06:22.0,"We must all remain constant in our efforts to promote unity — across all lines — because united, our nation remains stronger, and we thrive as a people.",0,8,17,74
06:21.0,It is a time to reach out to our brothers and sisters in need. It is also a time for all of us — regardless of faith or ethnicity — to come together to pray for the peace of our nation.,1,7,24,82
06:21.0,"As we join our Christian brothers and sisters in Nigeria and across the world to celebrate the Easter festivities, may we be reminded that this commemoration is a time for deep reflection as it marks the sacrifice of Jesus Christ and his victory over death.",1,5,28,89
06:21.0,The virtues of love and sacrifice are essential to the unity that Nigeria so desperately needs at this time when vested and provincial interests threaten to tear our nation apart.,0,5,18,68
06:20.0,"On the occasion of this year’s Easter, I call on Nigerians to emulate the virtues of love and sacrifice which characterised the life of Jesus Christ.",33,253,242,1657
29:31.0,Thank you for your dedication and support to the PDP - the one party that can fix Nigeria. #OneNigeria,13,76,67,384
29:31.0,"Last night I was honoured to be with so many amazing former National Working Committee leaders of , leaders with decades of experience and knowledge of how we can unite Nigeria as One People with One Future. https://t.co/d8A90YwynD",27,199,234,1402
31:54.0,"It is reassuring that we have a mobilised and energised support group base, well organised to back our quest to Rescue and Redeem our country and mentored to sustain our legacy of One People with One Future and One Country.  #OneNigeria https://t.co/YdRLobZnPN",9,128,169,570
44:43.0,"As One People, there is no enemy, foreign or domestic, we cannot defeat. As One, We Can Get It Done. https://t.co/qEuPycRDxd",15,144,130,484
24:58.0,"I pray and hope that when we get to work in enthroning One People with One Future and One Country, I'll have able hands to work with among them. #OneNigeria",2,52,52,262
24:58.0,"It was an awesome experience with leaders of our support groups. These are not just members of support groups, they are also mentees. Today, we've recruited a formidable workforce in our mission to Rescue and Fix Nigeria. https://t.co/pQZGkmOwK9",19,163,164,1052
51:33.0,Our meeting with local government chairmen in Kaduna State and Northwest leaders of the  last night was stimulating. I am glad to see that our advocacy to unite and restore Nigeria to the path of prosperity and security is getting momentum. #OneNigeria https://t.co/YilivAugTk,9,86,107,701
58:21.0,"And I am confident that we can work at rebuilding our economy, lift the spirit and quality of life of every Nigerian again and create a One Nigeria that finally reaches its full potential domestically and internationally.",4,49,60,337
58:20.0,I am not the big picture. Nigeria is the big picture. And my focus is to see that our picture has the structure that will enable us to fulfil our future and potential.,6,42,70,356
58:19.0,"Business is the lifeblood of an economy, and I am dedicated to fulfilling our destiny as One People with One Future and One Country, where the majority have a job or a business.",0,22,28,206
58:19.0,"I congratulate , who was nominated by Business Insider magazine as the Business Influencer of the Year, 2022, an award he has now won. 

I am also much honoured that the award is dedicated to me.",16,199,299,2515
58:18.0,My deepest condolences to the families who may have lost a dear one and the people and government of Plateau State.,4,45,79,366
58:17.0,"To this end, I recommend a community-based Peace Initiative. It involves the empanelling of a committee of community leaders, clergy, security agents and well-meaning stakeholders to dialogue and find ways of nipping the crisis in the bud before it escalates.",18,22,66,312
58:17.0,"This attack exposes the inadequacy of the current security architecture. But even more importantly, it reveals a far deeper malaise: the intolerance being bred by divisions in our country exacerbates this culture of violence. We need to take urgent steps to stem this carnage.",1,10,27,80
58:16.0,"I am devastated by reports of the killing of scores of citizens in Kanam LGA of Plateau State. This attack, like all other attacks on innocent citizens, stands condemned. There can never be a justification for this wanton destruction of lives and properties.",51,316,335,1605
35:55.0,"On this occasion of his 94th birthday, I pray for more years in good health that ensures he witnesses the birth of the envisaged New Nigeria, where every tongue and tribe is united and prosperous.",2,17,51,250
35:54.0,The commitment of Pa Ayo Adebanjo to our democracy and the unity and stability of Nigeria is beyond doubt. https://t.co/kbe7ehov1f,8,87,120,1118
05:39.0,"I celebrate my son, the Sardauna Ganye, Hon. Adamu Atiku Abubakar , on the occasion of his birthday. I pray that the Almighty Allah will continue to grant you continuous good health and strength in service to our people and Nigeria. https://t.co/Wzy1tJjMQg",31,369,240,2707
24:34.0,Only when the people are safe can they realise economic prosperity and Nigeria can reach its true global economic potential. https://t.co/IQNsgWImmo,13,115,125,464
04:54.0,"Governor Ahmadu Umaru Fintiri deserves special commendation for having created the conditions precedent for the PDP victory by having conducted two elections in less than three years, granted autonomy and prompt payment of salaries to LGAs, and supporting State Development Areas.",2,16,51,204
04:53.0,I urge the opposition party to join hands to work as a team in providing much-needed governance and development to the local councils as they are the tier of government closest to the people.,3,10,40,187
04:52.0,"I commend officials of the Adamawa State Independent Electoral Commission (ADSIEC), security agents and the citizens for the peaceful conduct of the polls.",1,3,22,76
04:52.0,I congratulate all elected officials of the PDP and urge them to be focused on providing good governance to their people if the support of their constituents is to be assured.,1,3,23,82
04:51.0,"The election that produced an overwhelming victory for the PDP was a referendum on the failed policies of the APC, which has only succeeded in increasing the tribe of the poor and jobless.",2,13,32,165
04:51.0,The outcome of the weekend's Local Government Elections in Adamawa State confirms the resurgence of the  and the preference of its policies by the citizens.,13,104,167,821
13:22.0,"His activities embody in its truest sense, our vision of One People with One Future and the manifestation of One Country. On his 65th birthday, I pray for even more years of good health and uplifting of our people. Happy birthday, Aliko.",2,29,60,429
13:21.0,". is successful, but it is what he does with his resources that has truly defined him. His commitment to providing jobs via his businesses and charitable interventions is bar none. https://t.co/7bHhgVwspo",20,168,288,2583
55:38.0,"Earlier today, I attended the wedding reception of Governor ’s daughter. I pray that as one, they can accomplish so much together in love and peace. https://t.co/Icd9WZScM0",16,166,139,1499
42:50.0,"As One, we can fix our broken systems and unleash the full potential of Nigeria for the good of ALL. #OneNigeria",14,61,58,282
42:50.0,"Our meeting last night with North-Central zonal officers of our great party, , was promising. I was delighted with the enthusiasm of everyone to work with me as One People with One Future and for the good of One Country. https://t.co/HFOxXrgHXB",7,88,124,693
28:50.0,"And as a patriot, I know that we can always count on him to be a partner in the quest to birth One People that would nurture One Future and for the enthronement of One Country. Happy birthday, Your Excellency.",2,32,51,320
28:50.0,"Senator David Mark has, over the years, played roles aimed at deepening our democracy. His headship of the Senate was a watershed in the history of the NASS. https://t.co/jlhiAPyvud",12,101,152,1004
17:44.0,Today I reaffirm my sacred commitment to give every Nigerian woman the opportunity to play leading roles in the future of our great country. This is in tandem with my aspiration to run an inclusive government powered by One People with One Future and One Country. #OneNigeria #KBJ,5,59,60,229
17:44.0,It is inspiring to note the ceiling breaking confirmation of Ketanji Brown Jackson as the first African American woman to the #ussupremecourt. https://t.co/q8GiKf4Piz,5,36,73,311
15:50.0,"Last night, I met with the North East Zonal Officers of the . Their commitment to working with me in the quest to enthrone a new Nigeria predicated on One People with One Future and One Country was reassuring. #OneNigeria https://t.co/BmIGXXfMCb",26,223,174,918
54:01.0,One People. One Future. #OneNigeria https://t.co/itoNU6eaef,17,109,108,430
19:18.0,"The only way we can defeat this is to stand united in our commitment that as One People with One Future and One Country, there will always be full consequences for such actions!  #OneNigeria",8,38,69,282
19:17.0,"We are at our most vulnerable when we are disunited. By so doing, we make it easier for our enemies to prey on us.",6,21,74,293
19:17.0,"I strongly condemn the recent attack in Birnin Gwari LGA of Kaduna state. Any attack on our men and women in uniform, be it on military personnel and its institutions or police officers and police stations, is an attack on ourselves.",34,294,247,1322
04:43.0,I console the immediate families of the deceased as well as President Jonathan. May the souls of the departed Rest In Peace.,4,32,57,264
04:42.0,"This story comes across with a rude shock. We thank God for sparing the life of President . But it is heart wrenching that he lost two of his aides to the auto accident. 
https://t.co/AlB7gQ1uIZ",7,58,121,446
38:59.0,"Only when we come together as One People with One Future and as One Country can we ensure that these crimes are prosecuted, and the next generation does not have to face such atrocities. #OneNigeria",5,65,62,288
38:59.0,"The horrific scenes in #Ukraine of the dead and destruction are a stark reminder of the inhumanity that we see here at home. This evil here and around the world must end, and those responsible must be held accountable.",36,277,118,858
07:39.0,"It is time to unite all our cultures, talents and abilities to forge one future of excellence. As one, we can get it done. #OneNigeria https://t.co/ipT7yVkvxu",43,334,240,1142
00:57.0,"They are a critical ingredient to the success of any government, and I am committed to bringing the best and brightest to my team when I am elected. #onenigeria #womenofnigeria",4,82,69,343
00:57.0,"To achieve the dream of a peaceful, prosperous, united Nigeria, we MUST support all regardless of race, gender, or religion. But one thing that is without question, women are the chief agents of the message of One People, One Future and One Country. https://t.co/yjY2tb79Y0",39,348,210,1306
34:31.0,"Join us in our mission to be One People, with One Future for One Country. I will be in YOUR region soon. Sign up on the link for updates https://t.co/miidiVdz6x  #OneNigeria https://t.co/7D2LUeMUvr",28,250,232,958
22:15.0,#OneNigeria https://t.co/RYjQYH0e4T,30,134,145,463
45:21.0,"As a nation, division and lack of unity hinders us from achieving our full potential. We must come together as One People. As one, we can get it done. #OneNigeria https://t.co/K3itWtHhwu",14,152,137,461
04:43.0,#RamadanKareem https://t.co/4fJQK1XmID,10,93,190,1012
42:27.0,"As one people with one future, I am certain we will create one country where people, regardless of any disability, have the greatest opportunities to reach their full potential. #OneNigeria",2,24,37,164
42:26.0,"This week I sat down with members of the Persons With Disabilities Group of the . Amongst others, I have always been a steadfast campaigner for increased funding via MDAs and channels that care for persons with special needs and disabilities. https://t.co/vnfpjoBQBu",10,56,79,357
00:04.0,As One We Can Get It Done! #OneNigeria https://t.co/Ef1nmtYD1f,12,72,85,301
07:22.0,"I promise you that we shall work together and bring forth a country of One People, One Future and One Country.",1,57,49,296
07:21.0,"My consultation with members of our great party, , who are members of State Houses of Assembly from the Southern states was spectacular. The sheer support and encouragement I had from women in attendance were overwhelming. https://t.co/6Q7LcDEytD",13,122,137,791
34:37.0,"As one, we can get it done. #OneNigeria",3,23,27,144
34:35.0,"My assurance to them and all the youth of Nigeria is that when we work together as One People with One Future and One Country, we can create a Nigeria that the youth, and all Nigerians, want and deserve. One Country that is a functional, united and a prosperous country for all.",4,44,40,209
34:34.0,I had a fruitful and exciting engagement yesterday with members of the Northern Youth Leaders Forum. https://t.co/mGpb2T3Me8,12,109,102,716
46:32.0,"When we come together in unity, our collective strength can never be challenged. As one, we can get it done.",3,36,52,258
46:31.0,No experienced leadership that provides One Future. No experienced leadership that unites us as One Country. This bloodletting is a crime before God and man. A crime of division and not unity. We cannot reverse this ugly trend if we remain in the same cycle of divisiveness.,4,40,53,271
46:31.0,"Divison is why these attacks continue to occur - we are a divided nation. They are because there is no experienced leadership that unites us as a One People.

https://t.co/QkUpAFGePL",15,82,89,412
00:02.0,https://t.co/fQnhgqPxM7,20,150,185,910
28:11.0,May the souls of all those killed in the attack Rest In Peace and may their families and friends be comforted.,3,47,93,387
28:10.0,"The stories of survivors are heartbreaking. We must stand united in rejecting violence and divisions crippling our nation. As One People with One Future and irrevocably committed to One Country, we can defeat every enemy within and without.",13,30,82,347
28:10.0,The audacity of a second attack by terrorists on a Kaduna-Abuja bound train raises serious concerns. And we are now getting to know the extent of the loss of human lives and those missing in the Monday attack on the same route.,32,192,332,1244
31:05.0,"When we stand united as One People, with One Future and committed to One Country, victory will be assured. Whether you are at the stadium, at home or in the office, let us all channel our collective energies towards making the Super Eagles victory a reality. #OneNigeria",50,356,204,1349
00:45.0,"I am overwhelmed by their passion, fortitude, and sheer show of love, and I thank you all.",2,16,33,197
00:44.0,"My interaction this afternoon with Persons With Disabilities (PWDs), who are members of our great party , was inspiring. I have asked for input from the PWDs into my policy document as One People who look forward to One Future and One Country. https://t.co/2zopfDW0Nz",9,114,124,676
45:40.0,"In the face of the worst division, this country can still unite. And when we are One People, with One Future, we will be One Country. #OneNigeria https://t.co/hEdHSyLE9g",40,190,99,429
49:30.0,"My thoughts and prayers are with all who are affected. As One People, there is no enemy, foreign or domestic, that we cannot defeat.",18,84,151,720
